Book Name,Author,Cover Image Path,Genre,Abstract
Mademoiselle de Maupin: a romance of love and passion,"
Théophile Gautier",images/Romance_Mademoiselle de Maupin: a romance of love .jpg,Romance,"Une des choses les plus burlesques de la glorieuse epoque ou nous avons le bonheur de vivre est incontestablement la rehabilitation de la vertu entreprise par tous les journaux, de quelque couleur qu'ils soient, rouges, verts ou tricolores.  La vertu est assurement quelque chose de fort respectable, et nous n'avons pas envie de lui manquer, Dieu nous en preserve! La bonne et digne femme! - Nous trouvons que ses yeux ont assez de brillant a travers leurs besicles, que son bas n'est pas trop mal tire, qu'elle prend son tabac dans sa boite d'or avec toute la grace imaginable, que son petit chien fait la reverence comme un maitre a danser. - Nous trouvons tout cela. - Nous conviendrons meme que pour son age elle n'est pas trop mal en point, et qu'elle porte ses annees on ne peut mieux. - C'est une grand-mere tres agreable, mais c'est une grand-mere - -.  - Il me semble naturel de lui preferer, surtout quand on a vingt ans, quelque petite immoralite bien pimpante, bien coquette, bien bonne fille, les cheveux un peu defrises, la jupe plutot courte que longue, le pied et l'oeil agacants, la joue legerement allumee, le rire a la bouche et le coeur sur la main. - Les journalistes les plus monstrueusement vertueux ne sauraient etre d'un avis different ; et, s'ils disent le contraire, il est tres probable qu'ils ne le pensent pas. Penser une chose, en ecrire une autre, cela arrive tous les jours, surtout aux gens vertueux."
Ensaio sobre a Cegueira: romance,"
José Saramago",images/Romance_Ensaio sobre a Cegueira: romance.jpg,Romance,"Uma cegueira branca se espalha de forma fulminante. Internados em quarentena ou perdidos pela cidade, os cegos devem enfrentar o que há de mais primitivo na espécie humana: a vontade de sobreviver à qualquer custo.

José Saramago, vencedor do Prêmio Nobel de Literatura de 1998, tece uma aterrorizante parábola sobre o ser humano, que revela o que há de pior em nós mesmos."
Adventures of Sherlock Holmes,"
Arthur Conan Doyle",images/Adventure_Adventures of Sherlock Holmes.jpg,Adventure,"The Adventures of Sherlock Holmes is a collection of twelve short stories by Arthur Conan Doyle, first published on 14 October 1892. It contains the earliest short stories featuring the consulting detective Sherlock Holmes, which had been published in twelve monthly issues of The Strand Magazine from July 1891 to June 1892. The stories are collected in the same sequence, which is not supported by any fictional chronology. The only characters common to all twelve are Holmes and Dr. Watson and all are related in first-person narrative from Watson's point of view.

Contains:Scandal in BohemiaRed-headed LeagueCase of IdentityBoscombe Valley MysteryFive Orange PipsMan with the Twisted LipAdventure of the Blue CarbuncleAdventure of the Speckled BandAdventure of the Engineer's ThumbAdventure of the Noble BachelorAdventure of the Beryl CoronetAdventure of the Copper Beeches

Also contained in:"
Adventures of Huckleberry Finn,"
Mark Twain",images/Adventure_Adventures of Huckleberry Finn.jpg,Adventure,"Adventures of Huckleberry Finn or as it is known in more recent editions, The Adventures of Huckleberry Finn, is a novel by American author Mark Twain, which was first published in the United Kingdom in December 1884 and in the United States in February 1885.

Commonly named among the Great American Novels, the work is among the first in major American literature to be written throughout in vernacular English, characterized by local color regionalism. It is told in the first person by Huckleberry ""Huck"" Finn, the narrator of two other Twain novels (Tom Sawyer Abroad and Tom Sawyer, Detective) and a friend of Tom Sawyer. It is a direct sequel to The Adventures of Tom Sawyer."
The adventures of Tom Sawyer,"
Mark Twain",images/Adventure_The adventures of Tom Sawyer.jpg,Adventure,"Describes the adventures of a boy growing up in a nineteenth-century Mississippi River town, as he plays hookey on an island, witnesses a crime, hunts for pirate treasure, and becomes lost in a cave."
Alice's Adventures Underground,"
Lewis Carroll",images/Adventure_Alice's Adventures Underground.jpg,Adventure,"This is the handwritten book that Carroll wrote for private use before being urged to develop it later into Alice in Wonderland. It was generously illustrated by Carrol and meant to entertain his family and friends. When a sick child in a hospital enjoyed it so much, the mother wrote him saying it had distracted her for a bit from her pain and led eventually to Carroll expanding the story. The Reverend Charles Lutwidge Dodgson and the Reverend Robinson Duckworth rowed in a boat, on 4 July 1862, up the Isis with the three young daughters of Henry Liddell, (the Vice-Chancellor of Oxford University and Dean of Christ Church) : Lorina Charlotte Liddell (aged 13, born 1849); Alice Pleasance Liddell (aged 10, born 1852); Edith Mary Liddell (aged 8, born 1853). The journey began at Folly Bridge near Oxford and ended five miles away in the village of Godstow. During the trip the Reverend Dodgson told the girls a story that featured a bored little girl named Alice who goes looking for an adventure. The girls loved it, and Alice Liddell asked Dodgson to write it down for her. He began writing the manuscript of the story the next day, although that earliest version no longer exists. The girls and Dodgson took another boat trip a month later when he elaborated the plot to the story of Alice, and in November he began working on the manuscript in earnest. To add the finishing touches he researched natural history for the animals presented in the book, and then had the book examined by other children—particularly the MacDonald children. He added his own illustrations but approached John Tenniel to illustrate the book for publication, telling him that the story had been well liked by children. On 26 November 1864 he gave Alice the handwritten manuscript of Alice's Adventures Under Ground, with illustrations by Dodgson himself, dedicating it as ""A Christmas Gift to a Dear Child in Memory of a Summer's Day"". Some, including Martin Gardner, speculate there was an earlier version that was destroyed later by Dodgson when he printed a more elaborate copy by hand. (Summary by Wikipedia and Phil Chenevert)"
Alice's Adventures in Wonderland: and Through the Looking-Glass,"
Lewis Carroll",images/Adventure_Alice's Adventures in Wonderland: and Th.jpg,Adventure,"A very real little girl named Alice follows a remarkable rabbit down a rabbit hole and steps through a looking-glass to come face to face with some of the strangest adventures and some of the oddest characters in all literature. The crusty Duchess, the Mad Hatter, the weeping Mock Turtle, the diabolical Queen of Hearts, the Cheshire-Cat, Tweedledum and Tweedledee--each one is more eccentric, and more entertaining, than the last. And all of them could only have come from the pen of Lewis Carroll, one of the few adults ever to enter successfully the children's world of make-believe--a wonderland where the impossible becomes possible, the unreal, real...where the heights of adventure are limited only by the depths of imagination.--back cover

Contains:"
The Adventures of Pinocchio,"
Carlo Collodi",images/Adventure_The Adventures of Pinocchio.jpg,Adventure,"Do today's children still learn what a ""marionette"" is? The beloved story of Pinocchio may represent a last lingering picture of a world not dominated by plastic or electronic toys. Pinocchio is a puppet made from a piece of wood that curiously could talk even before being carved. A wooden-head he starts and a wooden-head he stays - until after years of misadventures caused by his laziness and failure to keep promises he finally learns to care about his family - and then he becomes a real boy. For those who have seen the Disney movie the cast of characters will be familiar, from the Talking Cricket (who acts as his conscience) to Lamp-Wick, his partner in truancy and having heedless fun. Though the toys of today are far from the puppet shows in Carlo Collodi's book, his themes of being truthful, thoughtful, and dependable will always be timely. (Summary by Mark)"
The Adventures of Robinson Crusoe,"
Daniel Defoe",images/Adventure_The Adventures of Robinson Crusoe.jpg,Adventure,"The Life and Strange Surprising Adventures of Robinson Crusoe, Of York, Mariner: Who lived Eight and Twenty Years, all alone in an un-inhabited Island on the Coast of America, near the Mouth of the Great River of Oroonoque; Having been cast on Shore by Shipwreck, wherein all the Men perished but himself. With An Account how he was at last as strangely deliver'd by Pyrates."
Kidnapped: being memoirs of the adventures of David Balfour in the year 1751,"
Robert Louis Stevenson",images/Adventure_Kidnapped: being memoirs of the adventur.jpg,Adventure,"KIDNAPPED is an adventure story that has become the model for any thriller of escape and suspense.

Set in 1751, the flight of David Balfour and Alan Breck across the Highlands of Scotland is based on real events. Though he wrote the book to make money, while living as an invalid in Bournemouth. Stevenson was proud of it; he inscribed a presentation copy with the couplet. Here is the one sound page of all my writing. The one I'm proud of and that I delight in. Rowland Hilder is famous for his paintings of the English countryside but his work in book illustration covered a much wider canvas. His drawing for KIDNAPPED were first published in 1930 and have undeservedly, been long out of print.

A sixteen-year-old orphan is kidnapped by his villainous uncle, but later escapes and becomes involved in the struggle of the Scottish highlanders against English rule."
The life and adventures of Santa Claus,"
L. Frank Baum",images/Adventure_The life and adventures of Santa Claus.jpg,Adventure,"From the book:Have you heard of the great Forest of Burzee? Nurse used to sing of it when I was a child. She sang of the big tree-trunks, standing close together, with their roots intertwining below the earth and their branches intertwining above it; of their rough coating of bark and queer, gnarled limbs; of the bushy foliage that roofed the entire forest, save where the sunbeams found a path through which to touch the ground in little spots and to cast weird and curious shadows over the mosses, the lichens and the drifts of dried leaves."
The story of Doctor Dolittle: being the history of his peculiar life at home and astonishing adventures in foreign parts.  Never before printed.,"
Hugh Lofting",images/Adventure_The story of Doctor Dolittle: being the .jpg,Adventure,"There are some of us now reaching middle age who discover themselves to be lamenting the past in one respect if in none other, that there are no books written now for children comparable with those of thirty years ago.  I say written FOR children because the new psychological business of writing ABOUT them as though they were small pills or hatched in some especially scientific method is extremely popular today."
"The lost world: being an account of the recent amazing adventures of Professor George E. Challenger, Lord John Roxton, Professor Summerlee, and Mr. E. D. Malone of the ""Daily Gazette""","
Arthur Conan Doyle",images/Adventure_The lost world: being an account of the .jpg,Adventure,"Journalist Ed Malone is looking for an adventure, and that's exactly what he finds when he meets the eccentric Professor Challenger - an adventure that leads Malone and his three companions deep into the Amazon jungle, to a lost world where dinosaurs roam free."
She: a history of adventure.,"
H. Rider Haggard",images/Adventure_She: a history of adventure..jpg,Adventure,"An enduring adventure yarn set in pre colonial Africa, culminating in the discovery of a lost civilization ruled by a beautiful eternally youthful queen. ""She is generally considered to be one of the classics of imaginative literature and with 83 million copies sold by 1965, it is one of the best-selling books of all time."" See more at:http://en.wikipedia.org/wiki/She_(novel)"
The Case-Book of Sherlock Holmes,"
Arthur Conan Doyle",images/Adventure_The Case-Book of Sherlock Holmes.jpg,Adventure,The Illustrious ClientThe Blanched SoldierThe Adventure Of The Mazarin StoneThe Adventure of the Three GablesThe Adventure of the Sussex VampireThe Adventure of the Three GarridebsThe Problem of Thor BridgeThe Adventure of the Creeping ManThe Adventure of the Lion's ManeThe Adventure of the Veiled LodgerThe Adventure of Shoscombe Old PlaceThe Adventure of the Retired Colourman
The  Land of Oz: being an account of the further adventures of the Scarecrow and Tin Woodman ... : A sequel to The Wizard of Oz,"
L. Frank Baum",images/Adventure_The  Land of Oz: being an account of the.jpg,Adventure,"Tip and his creation, Jack Pumpkin, run away to Oz where they save the city after it is captured by girls."
"Ozma of Oz: a record of her adventures with Dorothy Gale of Kansas, the Yellow Hen, the Scarecrow, the Tin Woodman, Tiktok, the cowardly Lion and the Hungry Tiger, besides other good people too numerous to mention faithfully recorded herein","
L. Frank Baum",images/Adventure_Ozma of Oz: a record of her adventures w.jpg,Adventure,"When a storm blows Dorothy to the land of Ev where lunches grow on trees, she meets the Scarecrow, the Tin Woodman, the Cowardly Lion, and Princess Ozma, and together they set out to free the Queen of Ev and her ten children."
"THE RETURN OF SHERLOCK HOLMES: Includes the Adventure of the Empty House, the Adventure of the Norwood Builder, the Adventure of the Dancing Men, the Adventure ... Black Peter, the Adventure of Charles Augus","
Arthur Conan Doyle",images/Adventure_THE RETURN OF SHERLOCK HOLMES: Includes .jpg,Adventure,"The Return of Sherlock Holmes is a 1905 collection of 13 Sherlock Holmes stories, originally published in 1903–1904, by Arthur Conan Doyle. The stories were published in the Strand Magazine in Britain and Collier's in the United States.

Contains:Adventure of the Empty HouseAdventure of the Norwood BuilderAdventure of the Dancing MenAdventure of the Solitary CyclistAdventure of the Priory SchoolBlack PeterAdventure of Charles Augustus MilvertonSix NapoleonsAdventure of the Three StudentsAdventure of the Golden Pince-NezAdventure of the Missing Three-QuarterAdventure of the Abbey GrangeSecond Stain

Also contained in:Celebrated Cases of Sherlock HolmesIllustrated Sherlock HolmesOriginal Illustrated Sherlock HolmesOriginal Illustrated Strand Sherlock HolmesShort StoriesWorks"
The Adventures of Oliver Twist,"
Charles Dickens",images/Adventure_The Adventures of Oliver Twist.jpg,Adventure,"Oliver Twist; or, The Parish Boy's Progress, is the second novel by English author Charles Dickens. It was originally published as a serial from 1837 to 1839, and as a three-volume book in 1838. The story follows the titular orphan, who, after being raised in a workhouse, escapes to London, where he meets a gang of juvenile pickpockets led by the elderly criminal Fagin, discovers the secrets of his parentage, and reconnects with his remaining family.

Oliver Twist unromantically portrays the sordid lives of criminals, and exposes the cruel treatment of the many orphans in London in the mid-19th century.[2] The alternative title, The Parish Boy's Progress, alludes to Bunyan's The Pilgrim's Progress, as well as the 18th-century caricature series by painter William Hogarth, A Rake's Progress and A Harlot's Progress.

In an early example of the social novel, Dickens satirises child labour, domestic violence, the recruitment of children as criminals, and the presence of street children. The novel may have been inspired by the story of Robert Blincoe, an orphan whose account of working as a child labourer in a cotton mill was widely read in the 1830s. It is likely that Dickens's own experiences as a youth contributed as well, considering he spent two years of his life in the workhouse at the age of 12 and subsequently, missed out on some of his education."
Adventures of Don Quixote,"
Miguel de Cervantes Saavedra

, 
Michael J. Marshall

, 
John Ormsby

, and 
Anonymous",images/Adventure_Adventures of Don Quixote.jpg,Adventure,"A PBS Great American Read Top 100 Pick

Edith Grossman's definitive English translation of the Spanish masterpiece, in an expanded P.S. edition

Widely regarded as one of the funniest and most tragic books ever written, Don Quixote chronicles the adventures of the self-created knight-errant Don Quixote of La Mancha and his faithful squire, Sancho Panza, as they travel through sixteenth-century Spain. You haven't experienced Don Quixote in English until you've read this masterful translation."
"Charlie and the great glass elevator: the further adventures of Charlie Bucket and Willy Wonka, chocolate-maker extraordinary","
Roald Dahl",images/Adventure_Charlie and the great glass elevator: th.jpg,Adventure,"Taking up where Charlie and the Chocolate Factory leaves off, Charlie, his family, and Mr. Wonka find themselves launched into space in the great glass elevator."
"The personal history, adventures, experience & observation of David Copperfield: the younger of Blunderstone Rookery","
Charles Dickens

, 
Francesc Ràfolsen

, 
Mary Sebag-Montefiore

, 
Ginger Roberts Brackett

, 
Manuel Rodríguez Navas y Carrasco.

, and 
Jose KING","images/Adventure_The personal history, adventures, experi.jpg",Adventure,"T adds to the charm of this book to remember that it is virtually a picture of the author's own boyhood. It is an excellent picture of the life of a struggling English youth in the middle of the last century. The pictures of Canterbury and London are true pictures and through these pages walk one of Dickens' wonderful processions of characters, quaint and humorous, villainous and tragic. Nobody cares for Dickens heroines, least of all for Dora, but take it all in al, l this book is enjoyed by young people more than any other of the great novelist. After having read this you will wish to read Nicholas Nickleby for its mingling of pathos and humor, Martin Chuzzlewit for its pictures of American life as seen through English eyes, and Pickwick Papers for its crude but boisterous humor."
The Hound of the Baskervilles: Another Adventure of Sherlock Holmes,"
Arthur Conan Doyle",images/Adventure_The Hound of the Baskervilles: Another A.jpg,Adventure,"The Hound of the Baskervilles is the third of the four crime novels by British writer Arthur Conan Doyle featuring the detective Sherlock Holmes. Originally serialised in The Strand Magazine from August 1901 to April 1902, it is set in 1889 largely on Dartmoor in Devon in England's West Country and tells the story of an attempted murder inspired by the legend of a fearsome, diabolical hound of supernatural origin. Holmes and Watson investigate the case. This was the first appearance of Holmes since his apparent death in ""The Final Problem"", and the success of The Hound of the Baskervilles led to the character's eventual revival.

One of the most famous stories ever written, in 2003, the book was listed as number 128 of 200 on the BBC's The Big Read poll of the UK's ""best-loved novel"". In 1999, a poll of ""Sherlockians"" ranked it as the best of the four Holmes novels."
The Last Adventures of Sherlock Holmes,"
Arthur Conan Doyle",images/Adventure_The Last Adventures of Sherlock Holmes.jpg,Adventure,The adventure of Wisteria lodge.--The adventure of the cardboard box.--The adventure of the red circle.--The adventure of the Bruce-Partington plans.--The adventure of the dying detective.--The disappearance of Lady Frances Carfax.--The adventure of the devil's foot.--His last bow.
Treasure Island Adventure Classic (Adventure Classics),"
Robert Louis Stevenson",images/Adventure_Treasure Island Adventure Classic (Adven.jpg,Adventure,"Traditionally considered a coming-of-age story, Treasure Island is an adventure tale known for its atmosphere, characters and action, and also as a wry commentary on the ambiguity of morality — as seen in Long John Silver — unusual for children's literature then and now. It is one of the most frequently dramatized of all novels. The influence of Treasure Island on popular perceptions of pirates is enormous, including treasure maps marked with an ""X"", schooners, the Black Spot, tropical islands, and one-legged seamen carrying parrots on their shoulders"
Peter Pan: The Adventures Collection,"
J. M. Barrie",images/Adventure_Peter Pan: The Adventures Collection.jpg,Adventure,"The adventures of the three Darling children in Never-Never Land with Peter Pan, the boy who would not grow up."
Walt Disney's The adventures of Mr. Toad,"
Kenneth Grahame",images/Adventure_Walt Disney's The adventures of Mr. Toad.jpg,Adventure,"Toad trades Toad Hall for a fast red motorcar, only to later be jailed as a car thief."
Through the Looking-glass and What Alice found there,"
Lewis Carroll

, 
Lewis Carroll

, and 
Lewis Lewis Carroll",images/Adventure_Through the Looking-glass and What Alice.jpg,Adventure,"Through the Looking-Glass, and What Alice Found There(1871) is a work of children's literature by Lewis Carroll (Charles Lutwidge Dodgson), generally categorized in the fairy tale genre. It is the sequel toAlice's Adventures in Wonderland(1865). Although it makes no reference to the events in the earlier book, the themes and settings ofThrough the Looking-Glassmake it a kind of mirror image of Wonderland: the first book begins outdoors, in the warm month of May, uses frequent changes in size as a plot device, and draws on the imagery of playing cards; the second opens indoors on a snowy, wintry night exactly six months later, on November 4 (the day before Guy Fawkes Night), uses frequent changes in time and spatial directions as a plot device, and draws on the imagery of chess. In it, there are many mirror themes, including opposites, time running backwards, and so on. (Wikipedia)"
The Call of the Wild Adventure Classic (Adventure Classics),"
Jack London",images/Adventure_The Call of the Wild Adventure Classic (.jpg,Adventure,"As Buck, a mixed breed dog, is taken away from his home, instead of facing a feast for breakfast and the comforts of home, he faces the hardships of being a sled dog. Soon he lands in the wrong hands, being forced to keep going when it is too rough for him and the other dogs in his pack. He also fights the urges to run free with his ancestors, the wolves who live around where he is pulling the sled."
Whose Body? : The Singular Adventure of the Man with the Golden Pince-Nez: a Lord Peter Wimsey Mystery,"
Dorothy L. Sayers",images/Adventure_Whose Body : The Singular Adventure of t.jpg,Adventure,"The first of the Lord Peter Wimsey mysteries, in which the suave and witty gentleman foregoes a rare-book auction to investigate the presence of a bespectacled nude body in an architect's bathtub near the Wimsey's Denver estate"
The Last Adventures of Sherlock Holmes,"
Arthur Conan Doyle",images/Adventure_The Last Adventures of Sherlock Holmes.jpg,Adventure,"Contains:

Silver BlazeAdventure of the Yellow FaceStock-Broker's ClerkAdventure of the Gloria ScottAdventure of the Musgrave RitualAdventure of the Reigate SquireCrooked ManAdventure of the Resident PatientAdventure of the Greek interpreterNaval TreatyFinal Problem

Also contained in:"
"Voyage of the ""Dawn Treader"" (Adventures in Narnia Board Games)","
C.S. Lewis",images/Adventure_Voyage of the Dawn Treader (Adventures i.jpg,Adventure,"Lucy, Edmund, and their cousin travel back to Narnia through a painting where they board a ship named ""The Dawn Treader."" They find King Caspian and a mouse on the ship and they find mystical creatures and go on a mission that will decide Narnia's fate!"
The War of the Worlds Adventure Classic (Adventure Classics),"
H. G. Wells",images/Adventure_The War of the Worlds Adventure Classic .jpg,Adventure,"The ultimate science fiction classic: for more than one hundred years, this compelling tale of the Martian invasion of Earth has enthralled readers with a combination of imagination and incisive commentary on the imbalance of power that continues to be relevant today. The style is revolutionary for its era, employing a sophisticated first and third person account of the events which is both personal and focused on the holistic downfall of Earth's society. The Martians, as evil, mechanical and unknown a threat they are, remain daunting in today's society, where, despite technology's mammoth advances, humanity's hegemony over Earth is yet to be called into question. In Well's introduction to the book, where the character discusses with the later deceased Ogilvy about astronomy and the possibility of alien life defeating the 'savage' (to them) nineteenth-century Britain, is he insinuating that this is the truth and fate of humanity? It's up to you to decide…"
The Time Machine (Adventure Theatre),"
H. G. Wells",images/Adventure_The Time Machine (Adventure Theatre).jpg,Adventure,"The Time Traveller, a dreamer obsessed with traveling through time, builds himself a time machine and, much to his surprise, travels over 800,000 years into the future. He lands in the year 802701: the world has been transformed by a society living in apparent harmony and bliss, but as the Traveler stays in the future he discovers a hidden barbaric and depraved subterranean class. Wells's transparent commentary on the capitalist society was an instant bestseller and launched the time-travel genre."
The Hobbit: A 3-D Pop-Up Adventure,"
J.R.R. Tolkien",images/Adventure_The Hobbit: A 3-D Pop-Up Adventure.jpg,Adventure,"The Hobbit is a tale of high adventure, undertaken by a company of dwarves in search of dragon-guarded gold. A reluctant partner in this perilous quest is Bilbo Baggins, a comfort-loving unambitious hobbit, who surprises even himself by his resourcefulness and skill as a burglar.

Encounters with trolls, goblins, dwarves, elves, and giant spiders, conversations with the dragon, Smaug, and a rather unwilling presence at the Battle of Five Armies are just some of the adventures that befall Bilbo.

Bilbo Baggins has taken his place among the ranks of the immortals of children’s fiction. Written by Professor Tolkien for his children, The Hobbit met with instant critical acclaim when published."
The Sign of the Four: A Sherlock Holmes Adventure,"
Arthur Conan Doyle",images/Adventure_The Sign of the Four: A Sherlock Holmes .jpg,Adventure,"In London, 1888, the razor-sharp detective skills of Sherlock Holmes are to be put to the test. Mary Morstan reports two seemingly unconnected and inexplicable events: the disappearance of her father, a British Indian Army Captain, and the arrival of pearls by post from an unknown sender. Driven on by its complexity, Holmes and Watson slowly begin to unravel an intricate web of exotic treasure, secret pacts and mysterious deaths.

One of only four novels featuring Sherlock Holmes and his trusty sidekick Watson, 'The sign of the four' will delight those who have been captivated by Arthur Conan Doyle's short stories.--back cover"
The New Adventure Bible,"
Bible",images/Adventure_The New Adventure Bible.jpg,Adventure,"A Christian Bible is a set of books divided into the Old and New Testament that a Christian denomination has, at some point in their past or present, regarded as divinely inspired scripture."
"Adventures in Reading, Volume 4: Great Expectations","
Charles Dickens

 and 
Charles Dickens","images/Adventure_Adventures in Reading, Volume 4: Great E.jpg",Adventure,"Great Expectations is the thirteenth novel by Charles Dickens and his penultimate completed novel. It depicts the education of an orphan nicknamed Pip (the book is a bildungsroman; a coming-of-age story). It is Dickens' second novel, after David Copperfield, to be fully narrated in the first person. The novel was first published as a serial in Dickens's weekly periodical All the Year Round, from 1 December 1860 to August 1861. In October 1861, Chapman and Hall published the novel in three volumes.

The novel is set in Kent and London in the early to mid-19th century and contains some of Dickens's most celebrated scenes, starting in a graveyard, where the young Pip is accosted by the escaped convict Abel Magwitch. Great Expectations is full of extreme imagery – poverty, prison ships and chains, and fights to the death – and has a colourful cast of characters who have entered popular culture. These include the eccentric Miss Havisham, the beautiful but cold Estella, and Joe, the unsophisticated and kind blacksmith. Dickens's themes include wealth and poverty, love and rejection, and the eventual triumph of good over evil. Great Expectations, which is popular both with readers and literary critics, has been translated into many languages and adapted numerous times into various media."
"Adventures in appreciation, Volume 5: A Tale of Two Cities","
Charles Dickens

, 
Aedi Abraham

, 
Juan Ramon Torregrosa

, 
Francisco Manuel GRANADO CASTRO

, 
Hablot K. BROWNE

, 
Fred BARNARD

, 
Alejo García Moreno

, 
Salustiano Masó Simón

, 
Juan Ramon Torregrosa Torregrosa

, and 10 others","images/Adventure_Adventures in appreciation, Volume 5: A .jpg",Adventure,"A Tale of Two Cities is a historical novel published in 1859 by Charles Dickens, set in London and Paris before and during the French Revolution. The novel tells the story of the French Doctor Manette, his 18-year-long imprisonment in the Bastille in Paris, and his release to live in London with his daughter Lucie whom he had never met. The story is set against the conditions that led up to the French Revolution and the Reign of Terror. In the Introduction to the Encyclopedia of Adventure Fiction, critic Don D'Ammassa argues that it is an adventure novel because the protagonists are in constant danger of being imprisoned or killed.

As Dickens's best-known work of historical fiction, A Tale of Two Cities is said to be one of the best-selling novels of all time. In 2003, the novel was ranked 63rd on the BBC's The Big Read poll. The novel has been adapted for film, television, radio, and the stage, and has continued to influence popular culture."
"Dorothy and the wizard in Oz: a faithful record of their amazing adventures in an underground world, and how with the aid of their friends Zeb Hugson, Eureka the Kitten, and Jim the Cab-Horse, they finally reached the wonderful land of Oz","
L. Frank Baum",images/Adventure_Dorothy and the wizard in Oz: a faithful.jpg,Adventure,"Dorothy and the Wizard in Oz is the fourth book in Baum's Oz series. The series chronicles the further adventures of Dorothy both in and out of Oz, as she deals with the characters, situations and desires which continue to spill over from her first fateful adventure."
Life and adventures of Nicholas Nickleby,"
Charles Dickens

, 
David Foulds

, 
Anne De Graaf

, 
Chris Rice

, 
Gustav Schrotter

, 
Colin Mayne

, 
Mr Philip Gooden

, 
Pipi Sposito

, 
P. Lorain

, and 7 others",images/Adventure_Life and adventures of Nicholas Nickleby.jpg,Adventure,"Nicholas Nickleby is left responsible for his mother and sister when his father dies. The novel follows his attempt to succeed in supporting them, despite his uncle Ralph's antagonistic lack of belief in him. It is one of Dickens' early comic novels."
"The innocents abroad: or, The new pilgrims' progress; being some account of the steamship Quaker City's pleasure excursion to Europe and the Holy Land, with descriptions of countries, nations, incidents and adventures, as they appeared to the author","
Mark Twain","images/Adventure_The innocents abroad: or, The new pilgri.jpg",Adventure,Twain's letters about his steamship voyage of 1867.
The Adventures of Captain Underpants,"
Dav Pilkey",images/Adventure_The Adventures of Captain Underpants.jpg,Adventure,"When George and Harold hypnotize their principal into thinking that he is the superhero Captain Underpants, he leads them to the lair of the nefarious Dr. Diaper, where they must defeat his evil robot henchmen."
Tarzan of the Apes,"
Edgar Rice Burroughs",images/Adventure_Tarzan of the Apes.jpg,Adventure,"Set amidst the vibrant colors and sounds of the savage African jungle, this classic work, rich in suspense and action, has beckoned generations of readers on a glorious journey to romance and pure adventure. This is the story of the ape-man Tarzan, raised in the wild by the great ape Kala, and how he learns the secrets of the jungle to survive -- how to talk with the animals, swing through the trees, and fight the great predators. As Tarzan grows up he makes many friends: Tantor the elephant, Ska the vulture, and Numa the lion. When this paradise is invaded by white men, Tarzan's life changes, for in this group is Jane, the first white woman he has ever seen. Speaking directly to our childhood fantasies, this exhilarating work takes us to that faraway place in our minds where dreams prevail, and where we, too, can be masters of our environment. - Back cover."
Five on a Treasure Island: A Famous Five Adventure,"
Enid Blyton",images/Adventure_Five on a Treasure Island: A Famous Five.jpg,Adventure,"Julian, Dick, Anne, George and Timmy the dog find excitement and adventure wherever they go in Enid Blyton's most popular series. In their first adventure, the Famous Five find a shipwreck off Kirrin Island. But where is the treasure? The Famous Five are on the trail, looking for clues, but they're not alone. Someone else has got the same idea! Time is running out for the Famous Five -- who will follow the clues and get to the treasure first?"
The Adventures of Tom Sawyer and The Adventures of Huckleberry Finn,"
Mark Twain",images/Adventure_The Adventures of Tom Sawyer and The Adv.jpg,Adventure,"THE ADVENTURES OF TOM SAWYER

Take a lighthearted, nostalgic trip to a simpler time, seen through the eyes of a very special boy named Tom Sawyer. It is a dreamlike summertime world of hooky and adventure, pranks and punishment, villains and first love, filled with memorable characters. Adults and young readers alike continue to enjoy this delightful classic of the promise and dreams of youth from one of America’s most beloved authors.

Adventures of Huckleberry Finn

He has no mother, his father is a brutal drunkard, and he sleeps in a barrel. He’s Huck Finn—liar, sometime thief, and rebel against respectability. But when Huck meets a runaway slave named Jim, his life changes forever. On their exciting flight down the Mississippi aboard a raft, the boy nobody wanted matures into a young man of courage and conviction. As Ernest Hemingway said of this glorious novel, “All modern American literature comes from one book by Mark Twain called Huckleberry Finn.”--back cover"
Five go adventuring again,"
Enid Blyton",images/Adventure_Five go adventuring again.jpg,Adventure,A thief at Kirrin Cottage! Who can it be? The Famous Five think the know - but they need proof! Then they find an old map and an unsjusal hiding place.. -- back cover.
Sahara: A Dirk Pitt Adventure (Dirk Pitt Adventures),"
Clive Cussler",images/Adventure_Sahara: A Dirk Pitt Adventure (Dirk Pitt.jpg,Adventure,"1996, Egypt. Searching for a treasure on the Nile, DIRK PITT thwarts the attempted assassination of a beautiful U.N. scientist investigating a disease that is driving thousands of North Africans into madness, cannibalism, and death. The suspected cause of the raging epidemic is vast, unprecedented pollution that threatens to extinguish all life in the world's seas. Racing to save the world from environmental catastrophe, Pitt and his team, equipped with an extraordinary, state-of-the-art yacht, run a gauntlet between a billionaire industrialist and a bloodthirsty West African tyrant. In the scorching desert, Pitt finds a gold mine manned by slaves and uncovers the truth behind two enduring mysteries -- the fate of a Civil War ironclad and its secret connection with Lincoln's assassination, and the last flight of a long-lost female pilot....Now, amidst the blazing, shifting sands of the Sahara, DIRK PITT will make a desperate stand -- in a battle the world cannot afford to lose!"
"The Swiss family Robinson: or, Adventures in a desert island","
Johann David Wyss","images/Adventure_The Swiss family Robinson: or, Adventure.jpg",Adventure,"A Swiss family is shipwrecked on a tropical island, and must survive with what they can salvage from their ship, as well as the natural bounty of the island. The father leads his four sons on a series of adventures that teach important lessons in moral values, husbandry and natural history."
